text_a,text_b,score,label_type
หลอดไฟทางเดินหน้า ตึก EN ดับสนิท มืดมาก,ถังขยะหน้า ตึก EN ขยะล้นถัง ส่งกลิ่นเหม็นเน่า,0.088,DIFFERENT
โปรเจกเตอร์ห้อง 3404 คณะวิทยาศาสตร์ เปิดไม่ติด ภาพไม่ขึ้นจอ อาจารย์สอนไม่ได้,เครื่องฉายโปรเจกเตอร์ห้องเรียน 3404 ตึกวิทย์ พัง จอภาพมืดสนิท,0.9411,DUPLICATE
แอร์ห้อง 2104 ตึก ICT มีน้ำรั่วหยดและไม่เย็นเลย ร้อนมาก,เครื่องปรับอากาศห้อง 2104 อาคารเทคโนโลยีสารสนเทศและการสื่อสาร น้ำหยดลงพื้น แอร์ไม่ฉ่ำเลย นั่งเรียนไม่ได้,0.954,DUPLICATE
โปรเจกเตอร์ห้อง 1103 คณะเภสัชศาสตร์ เปิดไม่ติด ภาพไม่ขึ้นจอ อาจารย์สอนไม่ได้,เครื่องฉายโปรเจกเตอร์ห้องเรียน 1103 ตึกเภสัช พัง จอภาพมืดสนิท,0.9297,DUPLICATE
สายชำระและก๊อกน้ำห้องน้ำชั้น 1 โรงอาหารสงวนเสริมศรี แตก น้ำไหลนองเต็มพื้น,สายฉีดก้นกับก๊อกน้ำชำรุด น้ำรั่วท่วมห้องน้ำชั้น 1 โรงอาหาร PKY,0.9511,DUPLICATE
แอร์ห้อง 4202 ตึก PKY มีน้ำรั่วหยดและไม่เย็นเลย,สายชำระห้องน้ำหญิงชั้น 1 ตึก PKY แตก น้ำนองพื้น,0.0684,DIFFERENT
ตารางสอบปลายภาควิชา GEN001 ชนกัน ขอทำเรื่องสอบซ้ำ,ลิฟต์โดยสาร โรงอาหารกลาง ค้างที่ชั้น 5 ใช้งานไม่ได้,0.0,DIFFERENT
โปรเจกเตอร์ห้อง 2402 ทางเดิน Skywalk เปิดไม่ติด ภาพไม่ขึ้นจอ อาจารย์สอนไม่ได้,เครื่องฉายโปรเจกเตอร์ห้องเรียน 2402 สะพานสกายวอล์ค พัง จอภาพมืดสนิท,0.9479,DUPLICATE
สอบถามขั้นตอนการขอทุนการศึกษานิสิตขาดแคลนทุนทรัพย์,มีคนร้ายขโมยหมวกกันน็อคตรงลานจอดรถ ทางเดิน Skywalk,0.0,DIFFERENT
แอร์ห้อง 1202 คณะเภสัชศาสตร์ มีน้ำรั่วหยดและไม่เย็นเลย,สายชำระห้องน้ำหญิงชั้น 4 คณะเภสัชศาสตร์ แตก น้ำนองพื้น,0.0487,DIFFERENT
เว็บลงทะเบียนเรียน Reg UP ล่ม เข้าสู่ระบบไม่ได้ หน้าจอขึ้น 504 Gateway Timeout,ระบบ REG ม.พะเยา ค้าง เข้าเช็คผลการเรียนและลงทะเบียนวิชาไม่ได้เลย,0.9388,DUPLICATE
ถังขยะหน้า ป้ายหอพักใน ขยะล้นถัง ส่งกลิ่นเหม็นเน่า ไม่มีเจ้าหน้าที่มาเก็บ,ขยะเน่าล้นถังขยะบริเวณ ป้ายรอรถหอใน มพ. เหม็นคลุ้งมาก เกลื่อนเต็มพื้น,0.9809,DUPLICATE
รถเมล์มอสาย 3 (สีแดง) รอนานมากเกิน 45 นาที รถไม่พอ นิสิตยืนล้นป้าย คณะเกษตรศาสตร์,รอรถบัส มพ. สาย 3 (สีแดง) ที่ ตึกเกษตร นานมาก คนเบียดกันแน่น รถขาดระยะ,0.9681,DUPLICATE
ลิฟต์โดยสาร คณะเกษตรศาสตร์ ค้างที่ชั้น 3 ประตูปิดไม่สนิท น่ากลัวมาก,ลิฟต์ ตึกเกษตร เสีย ติดค้างอยู่ที่ชั้น 3 กดปุ่มเปิดไม่ไป,0.9708,DUPLICATE
เว็บลงทะเบียนเรียน Reg UP ล่ม เข้าสู่ระบบไม่ได้ หน้าจอขึ้น 504 Gateway Timeout,ระบบ REG ม.พะเยา ค้าง เข้าเช็คผลการเรียนและลงทะเบียนวิชาไม่ได้เลย,0.9369,DUPLICATE
รถเมล์มอสาย 3 รอนานมาก ไม่ยอมจอดรับที่ป้าย,อาหารที่โรงอาหาร คณะพยาบาลศาสตร์ มีรสเปรี้ยวบูด กินแล้วท้องเสีย,0.0272,DIFFERENT
สัญญาณอินเทอร์เน็ต UP-WiFi โรงอาหารสงวนเสริมศรี หลุดบ่อยมาก เชื่อมต่อไม่ได้เลย,เน็ตไวไฟ UP-WiFi ที่ โรงอาหาร PKY ต่อไม่ติด หลุดทุก 5 นาที ทำงานไม่ได้,0.9679,DUPLICATE
แอร์ห้อง 4302 ตึก PKY มีน้ำรั่วหยดและไม่เย็นเลย ร้อนมาก,เครื่องปรับอากาศห้อง 4302 อาคารสงวนเสริมศรี น้ำหยดลงพื้น แอร์ไม่ฉ่ำเลย นั่งเรียนไม่ได้,0.9614,DUPLICATE
แอร์ห้อง 3204 ประตู 1 ม.พะเยา มีน้ำรั่วหยดและไม่เย็นเลย,สายชำระห้องน้ำหญิงชั้น 7 ประตู 1 ม.พะเยา แตก น้ำนองพื้น,0.041,DIFFERENT
