text,category_names,cat_1_building,cat_2_network_it,cat_3_academic,cat_4_landscape,cat_5_safety_traffic,cat_6_general_service,cat_7_transportation,cat_8_food_hygiene
เครื่องปรับอากาศห้อง 1201 ตึก EN คณะวิศวกรรมศาสตร์ มีน้ำรั่วหยดและไม่เย็นเลย เสียงดังมาก รบกวนเวลาเรียน,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
ระบบเครือข่ายอินเทอร์เน็ต LAN หอใน มพ. สายแลนชำรุด สัญญาณไม่เข้าคอมพิวเตอร์,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
อินเทอร์เน็ต WiFi หอพัก อาคารเทคโนโลยีสารสนเทศ ช้ามาก ความเร็วตก หมุนไม่หยุด ทำงานวิจัยไม่ได้,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
คราบโคลนและเศษดินหลังฝนตกหนัก สนามกีฬาในร่ม ลื่นมาก ถนนเฉอะแฉะ เสี่ยงเกิดอุบัติเหตุลื่นล้ม,ภูมิทัศน์และความสะอาด,0,0,0,1,0,0,0,0
การขอผ่อนผันการเกณฑ์ทหารสำหรับนิสิตชาย ต้องการตรวจสอบรายชื่อและขั้นตอนการยื่นเอกสาร,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
ระบบเว็บลงทะเบียนเรียน REG UP เข้าใช้งานไม่ได้ ขึ้น 504 Gateway Timeout ช่วงเปิดจองวิชาศึกษาทั่วไป,ระบบเครือข่ายและเทคโนโลยี,0,1,0,0,0,0,0,0
การทำบัตรนิสิตใหม่เนื่องจากบัตรเดิมสูญหาย ติดต่อขอออกบัตรใหม่ ต้องเตรียมหลักฐานอะไรบ้างและรับบัตรได้ที่ไหน,บริการทั่วไปและสวัสดิการ,0,0,0,0,0,1,0,0
ร้านอาหารที่ คณะวิทยาศาสตร์ ใช้น้ำมันทอดซ้ำจนดำ และมีเศษแก้วแตกตกอยู่ในถาดอาหาร นิสิตกินแล้วบาดปากและมีอาการท้องเสีย,"ความปลอดภัยและจราจร, สุขอนามัยและความปลอดภัยทางอาหาร",0,0,0,0,1,0,0,1
การยื่นคำร้องขอเทียบโอนหน่วยกิตรายวิชา เอกสารตกค้างที่คณะ ขอให้เจ้าหน้าที่ช่วยติดตามผล,การเรียนการสอนและวิชาการ,0,0,1,0,0,0,0,0
ช้อนส้อมและจานชามที่ หอใน มพ. ล้างไม่สะอาด มีคราบมันและเศษอาหารติดอยู่ อยากให้ตรวจเข้มงวด,สุขอนามัยและความปลอดภัยทางอาหาร,0,0,0,0,0,0,0,1
รถบัส มพ. ไม่ยอมจอดรับผู้โดยสารที่ป้าย ประตู 3 ฝั่งเกษตร รถว่างแต่ขับผ่านเลยไป ไม่จอดรับคนที่รอ,การเดินทางและระบบขนส่ง,0,0,0,0,0,0,1,0
กระจกหน้าต่างห้องบรรยาย 4304 ตึก EN คณะวิศวกรรมศาสตร์ แตกชำรุด ลมพัดเศษกระจกอาจตกใส่คนข้างล่าง,อาคารและสิ่งอำนวยความสะดวก,1,0,0,0,0,0,0,0
